ID,conf_id,pred_Transmittance_340,pred_Transmittance_450,pred_Fluorescence_340_450,pred_Fluorescence_more_than_480,attn_Transmittance_340,attn_Transmittance_450,attn_Fluorescence_340_450,attn_Fluorescence_more_than_480
8,8_conf_0,0.004406729247421026,0.042801521718502045,0.007482065353542566,0.03143051639199257,0.3844189431760969,0.24561361419528094,0.27351673011021976,0.04731801293247977
8,8_conf_1,0.004406729247421026,0.042801521718502045,0.007482065353542566,0.03143051639199257,0.09266136048722327,0.10401919996695519,0.09330182780986432,0.08372075360181193
8,8_conf_2,0.004406729247421026,0.042801521718502045,0.007482065353542566,0.03143051639199257,0.08779984908848663,0.11230173455994424,0.10243382515730876,0.09953072963746576
8,8_conf_3,0.004406729247421026,0.042801521718502045,0.007482065353542566,0.03143051639199257,0.0682365611546463,0.10824665185257826,0.08757460405660995,0.12944507984653353
8,8_conf_4,0.004406729247421026,0.042801521718502045,0.007482065353542566,0.03143051639199257,0.08172458592931746,0.10284954079576863,0.1140455842143365,0.14493000939279824
8,8_conf_5,0.004406729247421026,0.042801521718502045,0.007482065353542566,0.03143051639199257,0.08750686245054444,0.14197365622281308,0.10744159853390463,0.04642208803957963
8,8_conf_6,0.004406729247421026,0.042801521718502045,0.007482065353542566,0.03143051639199257,0.10866418723756494,0.10915830487404082,0.11933776858922555,0.1751456312878618
8,8_minE,0.004406729247421026,0.042801521718502045,0.007482065353542566,0.03143051639199257,0.08898765047612005,0.07583729753261885,0.10234806152853049,0.2734876952614693
32,32_conf_0,0.003674594685435295,0.011887926608324051,0.6372372508049011,0.03675120696425438,0.25695762038230896,0.35994224667721253,0.3176472783088684,0.22045382857322693
32,32_conf_1,0.003674594685435295,0.011887926608324051,0.6372372508049011,0.03675120696425438,0.39413732290267944,0.31848960165710444,0.3753759264945984,0.392870157957077
32,32_minE,0.003674594685435295,0.011887926608324051,0.6372372508049011,0.03675120696425438,0.3489050567150116,0.32156815166568303,0.3069767951965332,0.38667601346969604
46,46_conf_0,0.0280923955142498,0.058792177587747574,0.572806715965271,0.10524169355630875,0.4008804440235959,0.34835703219047287,0.3717051522907524,0.35705327455620056
46,46_conf_1,0.0280923955142498,0.058792177587747574,0.572806715965271,0.10524169355630875,0.3436656491856083,0.33466012283146745,0.3697398680603583,0.42892780260849295
46,46_minE,0.0280923955142498,0.058792177587747574,0.572806715965271,0.10524169355630875,0.2554539067907957,0.3169828449780597,0.25855497964888935,0.2140189228353065
52,52_conf_0,0.06290648877620697,0.021277137100696564,0.9614474773406982,0.013062791898846626,0.18083119122935545,0.31031165220539986,0.2769909161777658,0.09316329658031464
52,52_conf_1,0.06290648877620697,0.021277137100696564,0.9614474773406982,0.013062791898846626,0.6431261205207389,0.497776489655148,0.40560924402461584,0.08188019692897797
52,52_conf_2,0.06290648877620697,0.021277137100696564,0.9614474773406982,0.013062791898846626,0.09682199214664114,0.12301034010224804,0.16356417293005923,0.31236597895622253
52,52_minE,0.06290648877620697,0.021277137100696564,0.9614474773406982,0.013062791898846626,0.07922069610326445,0.0689015180372041,0.15383566686755915,0.5125905275344849
62,62_conf_0,0.007930934429168701,0.03569968044757843,0.140750452876091,0.01462337002158165,0.44713624330474033,0.4031520961775751,0.35689953501372834,0.13215623795986176
62,62_conf_1,0.007930934429168701,0.03569968044757843,0.140750452876091,0.01462337002158165,0.20406047421964144,0.24196363264430665,0.2350780402880615,0.1661965698003769
62,62_conf_2,0.007930934429168701,0.03569968044757843,0.140750452876091,0.01462337002158165,0.22490314654572963,0.25775801367288786,0.24874693525950514,0.161020427942276
62,62_minE,0.007930934429168701,0.03569968044757843,0.140750452876091,0.01462337002158165,0.1239001359298886,0.09712625750523038,0.15927548943870498,0.5406267642974854
64,64_conf_0,0.00831096712499857,0.019533827900886536,0.1268596202135086,0.014322959817945957,0.4574802492327229,0.38057575483383116,0.4044526354971294,0.06099752032381505
64,64_conf_1,0.00831096712499857,0.019533827900886536,0.1268596202135086,0.014322959817945957,0.06772656700912918,0.2333347816019441,0.09010377828379722,0.025190502686692432
64,64_conf_2,0.00831096712499857,0.019533827900886536,0.1268596202135086,0.014322959817945957,0.016702726390011274,0.034454611998725015,0.043187846946308846,0.24605711079452683
64,64_conf_3,0.00831096712499857,0.019533827900886536,0.1268596202135086,0.014322959817945957,0.022756043694413954,0.03984211162614944,0.04866288020449103,0.23613554503175108
64,64_conf_4,0.00831096712499857,0.019533827900886536,0.1268596202135086,0.014322959817945957,0.4118796563974787,0.2608746144431859,0.3423168773980882,0.06394061517649087
64,64_minE,0.00831096712499857,0.019533827900886536,0.1268596202135086,0.014322959817945957,0.023454757276243954,0.0509181254961644,0.07127598167018531,0.36767870598672375
74,74_conf_0,0.010794414207339287,0.054004356265068054,0.0289518553763628,0.031038610264658928,0.37361061573028564,0.360221315615734,0.33337359626967916,0.09292075037956238
74,74_conf_1,0.010794414207339287,0.054004356265068054,0.0289518553763628,0.031038610264658928,0.30842092633247375,0.3164991344064732,0.32974128932531804,0.4560214579105377
74,74_minE,0.010794414207339287,0.054004356265068054,0.0289518553763628,0.031038610264658928,0.3179684579372406,0.3232795499777928,0.33688511440500274,0.4510577917098999
82,82_conf_0,0.11703698337078094,0.03386512026190758,0.8342918753623962,0.11113560944795609,0.2905527309991012,0.28846170237432134,0.2909243827507268,0.28128734650145987
82,82_conf_1,0.11703698337078094,0.03386512026190758,0.8342918753623962,0.11113560944795609,0.21565486169375686,0.21879134886213236,0.17340100268119557,0.24692073832334188
82,82_conf_2,0.11703698337078094,0.03386512026190758,0.8342918753623962,0.11113560944795609,0.24022143721250538,0.20730082436208871,0.342051038619814,0.21471368096342208
82,82_minE,0.11703698337078094,0.03386512026190758,0.8342918753623962,0.11113560944795609,0.2535709700946365,0.28544612440145756,0.19362357594826365,0.25707823421177617
89,89_conf_0,0.007323790341615677,0.020799802616238594,0.0030388738960027695,0.018616940826177597,0.30379323755616444,0.40351957308232544,0.2638685097401272,0.019015639524499042
89,89_conf_1,0.007323790341615677,0.020799802616238594,0.0030388738960027695,0.018616940826177597,0.18411598569759652,0.1957688938589891,0.20217826887153734,0.04500749962384813
89,89_conf_2,0.007323790341615677,0.020799802616238594,0.0030388738960027695,0.018616940826177597,0.0482242430565484,0.048688106510908005,0.05323928574756054,0.1674229160995766
89,89_conf_3,0.007323790341615677,0.020799802616238594,0.0030388738960027695,0.018616940826177597,0.03819924419667355,0.0652957040739937,0.06086838967774663,0.1340641791431261
89,89_conf_4,0.007323790341615677,0.020799802616238594,0.0030388738960027695,0.018616940826177597,0.3089574438534834,0.14885252797334936,0.27880537406055117,0.0792045572607521
89,89_conf_5,0.007323790341615677,0.020799802616238594,0.0030388738960027695,0.018616940826177597,0.03561550564548775,0.028892705378454394,0.05672655605999173,0.4023881449672691
89,89_conf_6,0.007323790341615677,0.020799802616238594,0.0030388738960027695,0.018616940826177597,0.043444099307870084,0.06645763702573797,0.0520786603835275,0.08145250912693305
89,89_minE,0.007323790341615677,0.020799802616238594,0.0030388738960027695,0.018616940826177597,0.03765024068617586,0.042524852096242,0.03223495545895787,0.07144455425399587
91,91_conf_0,0.04275708645582199,0.03824817016720772,0.007836723700165749,0.02977808006107807,0.28403175512027196,0.3058874309062958,0.29281120401579125,0.03146696310836628
91,91_conf_1,0.04275708645582199,0.03824817016720772,0.007836723700165749,0.02977808006107807,0.19121674130596386,0.27744728326797485,0.2504218425444572,0.050334860927040904
91,91_conf_2,0.04275708645582199,0.03824817016720772,0.007836723700165749,0.02977808006107807,0.11871721115821326,0.1256694197654724,0.09184785590142548,0.12521902610418448
91,91_conf_3,0.04275708645582199,0.03824817016720772,0.007836723700165749,0.02977808006107807,0.08945771506706733,0.06848469376564026,0.0969664567348936,0.3531534798778771
91,91_conf_4,0.04275708645582199,0.03824817016720772,0.007836723700165749,0.02977808006107807,0.17386806399825358,0.12715402245521545,0.1541255655092908,0.10772997364219405
91,91_minE,0.04275708645582199,0.03824817016720772,0.007836723700165749,0.02977808006107807,0.14270851335023002,0.09535714983940125,0.11382707529414164,0.3320956963403372
93,93_conf_0,0.5190814137458801,0.036086272448301315,0.8280112147331238,0.06660033762454987,0.4792683720588684,0.43826931715011597,0.5107465386390686,0.5646627973120572
93,93_minE,0.5190814137458801,0.036086272448301315,0.8280112147331238,0.06660033762454987,0.5207316279411316,0.561730682849884,0.4892534613609314,0.4353372026879429
94,94_conf_0,0.12646017968654633,0.03257684037089348,0.7374234199523926,0.04280492290854454,0.31871149181359626,0.3781122694263338,0.22632280133230678,0.03100841922701186
94,94_conf_1,0.12646017968654633,0.03257684037089348,0.7374234199523926,0.04280492290854454,0.105480314086976,0.0895591412681725,0.13157565107490712,0.19803735982696263
94,94_conf_2,0.12646017968654633,0.03257684037089348,0.7374234199523926,0.04280492290854454,0.1990983202986294,0.15082687955378535,0.19863933630947253,0.13762264210027908
94,94_conf_3,0.12646017968654633,0.03257684037089348,0.7374234199523926,0.04280492290854454,0.1607674670276602,0.1531353226392572,0.11680459279986663,0.067181528865947
94,94_conf_4,0.12646017968654633,0.03257684037089348,0.7374234199523926,0.04280492290854454,0.09462981741599602,0.08487245806131699,0.16168110599034394,0.35063785967673844
94,94_minE,0.12646017968654633,0.03257684037089348,0.7374234199523926,0.04280492290854454,0.12131258935714206,0.14349392905113417,0.164976512493103,0.21551219030306099
96,96_minE,0.23720529675483704,0.040196631103754044,0.8913150429725647,0.08831950277090073,1.0,1.0,1.0,1.0
110,110_conf_0,0.014852405525743961,0.07699690014123917,0.17308449745178223,0.07209330797195435,0.32280217639201353,0.38034235297613284,0.34117267044145866,0.23553994735151765
110,110_conf_1,0.014852405525743961,0.07699690014123917,0.17308449745178223,0.07209330797195435,0.4890705201306784,0.4561940295638433,0.44209397497913205,0.2184924385625524
110,110_minE,0.014852405525743961,0.07699690014123917,0.17308449745178223,0.07209330797195435,0.18812730347730805,0.16346361746002383,0.2167333545794093,0.54596761408593
117,117_conf_0,0.004112942144274712,0.04917626082897186,0.05043544992804527,0.04499615356326103,0.1135732827455303,0.11512951740367812,0.09357320743883345,0.027410965794850126
117,117_conf_1,0.004112942144274712,0.04917626082897186,0.05043544992804527,0.04499615356326103,0.03243447834172383,0.05652691522669085,0.028649766691861613,0.021142541220162632
117,117_conf_10,0.004112942144274712,0.04917626082897186,0.05043544992804527,0.04499615356326103,0.02880844095943786,0.02611521132477467,0.0401246557414914,0.1184127266817371
117,117_conf_11,0.004112942144274712,0.04917626082897186,0.05043544992804527,0.04499615356326103,0.11148588338590062,0.11301243502958992,0.09166287852752474,0.03174293242293402
117,117_conf_12,0.004112942144274712,0.04917626082897186,0.05043544992804527,0.04499615356326103,0.0868551058939563,0.055647456186201684,0.09702952441085841,0.09270806854863839
117,117_conf_13,0.004112942144274712,0.04917626082897186,0.05043544992804527,0.04499615356326103,0.06669030326103735,0.03740843949351567,0.07328786878426055,0.1607207718102217
117,117_conf_2,0.004112942144274712,0.04917626082897186,0.05043544992804527,0.04499615356326103,0.07765239462693707,0.0746030845871564,0.07157653743493368,0.03003413813004269
117,117_conf_3,0.004112942144274712,0.04917626082897186,0.05043544992804527,0.04499615356326103,0.09779468160533406,0.10296945520265803,0.09709974613468479,0.02324986518501101
117,117_conf_4,0.004112942144274712,0.04917626082897186,0.05043544992804527,0.04499615356326103,0.09957404416133828,0.07821623602207352,0.08708088310817533,0.03633079854102217
117,117_conf_5,0.004112942144274712,0.04917626082897186,0.05043544992804527,0.04499615356326103,0.13409414862451302,0.09701279826027759,0.14480617993041936,0.03453556261671462
117,117_conf_6,0.004112942144274712,0.04917626082897186,0.05043544992804527,0.04499615356326103,0.06594562518234248,0.1306256588617952,0.06161616519281668,0.012860109334917422
117,117_conf_7,0.004112942144274712,0.04917626082897186,0.05043544992804527,0.04499615356326103,0.02411359357812704,0.041563434376103256,0.028455816898356415,0.03319780721750779
117,117_conf_8,0.004112942144274712,0.04917626082897186,0.05043544992804527,0.04499615356326103,0.018614947761194878,0.022581535229236043,0.022755662530332083,0.10924613630745941
117,117_conf_9,0.004112942144274712,0.04917626082897186,0.05043544992804527,0.04499615356326103,0.01824986186204504,0.023097396640978173,0.02171528764497254,0.11401444802727738
117,117_minE,0.004112942144274712,0.04917626082897186,0.05043544992804527,0.04499615356326103,0.024113208010581866,0.02549042615527086,0.04056581953047896,0.15439312816150352
128,128_conf_0,0.09050580859184265,0.2921469807624817,0.05205412954092026,0.02491176128387451,0.14557821885967756,0.23158246278762817,0.12482402403937266,0.0056327076693834435
128,128_conf_1,0.09050580859184265,0.2921469807624817,0.05205412954092026,0.02491176128387451,0.17556807202583471,0.204191654920578,0.16015085488473518,0.061696498992349205
