ID,conf_id,pred_Transmittance_340,pred_Transmittance_450,pred_Fluorescence_340_450,pred_Fluorescence_more_than_480,attn_Transmittance_340,attn_Transmittance_450,attn_Fluorescence_340_450,attn_Fluorescence_more_than_480
8,8_conf_0,0.015022811479866505,0.04082968086004257,0.38686710596084595,0.08543052524328232,0.2879035440694145,0.1701484011847645,0.2234165089086928,0.14584439666917035
8,8_conf_1,0.015022811479866505,0.04082968086004257,0.38686710596084595,0.08543052524328232,0.05984555490487566,0.09618028181656985,0.06622733225097754,0.10280965038814432
8,8_conf_2,0.015022811479866505,0.04082968086004257,0.38686710596084595,0.08543052524328232,0.12161345643982154,0.13668501275267442,0.11978749275049189,0.11546941588514859
8,8_conf_3,0.015022811479866505,0.04082968086004257,0.38686710596084595,0.08543052524328232,0.0833391090854357,0.10961547412264738,0.10192798154002414,0.11107629289307536
8,8_conf_4,0.015022811479866505,0.04082968086004257,0.38686710596084595,0.08543052524328232,0.1123071300353058,0.11174906706996957,0.13763842089204803,0.11547737310504824
8,8_conf_5,0.015022811479866505,0.04082968086004257,0.38686710596084595,0.08543052524328232,0.0693750895257098,0.08398523864161045,0.10402973073743083,0.08533451515433531
8,8_conf_6,0.015022811479866505,0.04082968086004257,0.38686710596084595,0.08543052524328232,0.13342681378021673,0.14087611331882988,0.13297768036259472,0.15129105408584206
8,8_minE,0.015022811479866505,0.04082968086004257,0.38686710596084595,0.08543052524328232,0.13218930215922034,0.15076041109293392,0.11399485255774,0.1726973018192358
32,32_conf_0,0.0015866531757637858,0.005943240597844124,0.20970429480075836,0.03499731421470642,0.418831037913828,0.35669027695982825,0.4381446503487021,0.3495050176830595
32,32_conf_1,0.0015866531757637858,0.005943240597844124,0.20970429480075836,0.03499731421470642,0.29656382511365936,0.29927792253262037,0.2763451800552118,0.33122993502706094
32,32_minE,0.0015866531757637858,0.005943240597844124,0.20970429480075836,0.03499731421470642,0.2846051369725127,0.34403180050755144,0.2855101695960861,0.31926504728987953
46,46_conf_0,0.03391965851187706,0.1666247546672821,0.13145065307617188,0.30693918466567993,0.3290278715474682,0.3334817588329315,0.3476382882810659,0.3297687867214914
46,46_conf_1,0.03391965851187706,0.1666247546672821,0.13145065307617188,0.30693918466567993,0.2983680785675002,0.34037700295448303,0.3065446432504271,0.3710283151575421
46,46_minE,0.03391965851187706,0.1666247546672821,0.13145065307617188,0.30693918466567993,0.3726040498850316,0.32614123821258545,0.345817068468507,0.2992028981209665
